#    L    TT             EE             BB             TE          
   162    0.81165E+00    0.81524E-02    0.35978E-02    0.12199E-02
   163    0.80593E+00    0.79640E-02    0.35182E-02    0.38752E-02
   164    0.80321E+00    0.77775E-02    0.34410E-02    0.63770E-02
   165    0.80331E+00    0.75931E-02    0.33663E-02    0.87269E-02
   166    0.80604E+00    0.74108E-02    0.32939E-02    0.10927E-01
   167    0.81121E+00    0.72307E-02    0.32240E-02    0.12978E-01
   168    0.81864E+00    0.70531E-02    0.31566E-02    0.14882E-01
   169    0.82815E+00    0.68781E-02    0.30917E-02    0.16641E-01
   170    0.83954E+00    0.67057E-02    0.30293E-02    0.18256E-01
   171    0.85263E+00    0.65362E-02    0.29693E-02    0.19729E-01
   172    0.86724E+00    0.63696E-02    0.29120E-02    0.21062E-01
   173    0.88318E+00    0.62061E-02    0.28572E-02    0.22256E-01
   174    0.90027E+00    0.60458E-02    0.28049E-02    0.23314E-01
   175    0.91832E+00    0.58888E-02    0.27553E-02    0.24235E-01
   176    0.93716E+00    0.57353E-02    0.27082E-02    0.25024E-01
   177    0.95670E+00    0.55853E-02    0.26637E-02    0.25684E-01
   178    0.97683E+00    0.54388E-02    0.26216E-02    0.26219E-01
   179    0.99750E+00    0.52960E-02    0.25820E-02    0.26635E-01
   180    0.10186E+01    0.51568E-02    0.25447E-02    0.26936E-01
   181    0.10401E+01    0.50212E-02    0.25097E-02    0.27127E-01
   182    0.10618E+01    0.48893E-02    0.24769E-02    0.27214E-01
   183    0.10837E+01    0.47612E-02    0.24463E-02    0.27199E-01
   184    0.11057E+01    0.46369E-02    0.24177E-02    0.27089E-01
   185    0.11277E+01    0.45163E-02    0.23912E-02    0.26888E-01
   186    0.11497E+01    0.43997E-02    0.23667E-02    0.26601E-01
   187    0.11715E+01    0.42869E-02    0.23441E-02    0.26232E-01
   188    0.11931E+01    0.41780E-02    0.23233E-02    0.25787E-01
   189    0.12144E+01    0.40731E-02    0.23043E-02    0.25270E-01
   190    0.12352E+01    0.39722E-02    0.22870E-02    0.24685E-01
   191    0.12556E+01    0.38754E-02    0.22714E-02    0.24039E-01
   192    0.12754E+01    0.37826E-02    0.22573E-02    0.23334E-01
   193    0.12945E+01    0.36940E-02    0.22448E-02    0.22577E-01
   194    0.13129E+01    0.36095E-02    0.22337E-02    0.21772E-01
   195    0.13305E+01    0.35292E-02    0.22240E-02    0.20923E-01
   196    0.13472E+01    0.34531E-02    0.22157E-02    0.20036E-01
   197    0.13629E+01    0.33813E-02    0.22086E-02    0.19114E-01
   198    0.13775E+01    0.33138E-02    0.22027E-02    0.18164E-01
   199    0.13909E+01    0.32507E-02    0.21980E-02    0.17189E-01
   200    0.14031E+01    0.31919E-02    0.21943E-02    0.16195E-01
   201    0.14140E+01    0.31375E-02    0.21917E-02    0.15185E-01
   202    0.14236E+01    0.30875E-02    0.21900E-02    0.14162E-01
   203    0.14320E+01    0.30416E-02    0.21893E-02    0.13126E-01
   204    0.14390E+01    0.29999E-02    0.21894E-02    0.12080E-01
   205    0.14449E+01    0.29621E-02    0.21904E-02    0.11024E-01
   206    0.14496E+01    0.29283E-02    0.21923E-02    0.99604E-02
   207    0.14531E+01    0.28982E-02    0.21949E-02    0.88895E-02
   208    0.14555E+01    0.28718E-02    0.21982E-02    0.78131E-02
   209    0.14568E+01    0.28489E-02    0.22023E-02    0.67325E-02
   210    0.14570E+01    0.28295E-02    0.22070E-02    0.56491E-02
   211    0.14562E+01    0.28135E-02    0.22123E-02    0.45641E-02
   212    0.14544E+01    0.28008E-02    0.22183E-02    0.34788E-02
   213    0.14516E+01    0.27911E-02    0.22247E-02    0.23947E-02
   214    0.14478E+01    0.27845E-02    0.22317E-02    0.13131E-02
   215    0.14431E+01    0.27809E-02    0.22391E-02    0.23520E-03
   216    0.14375E+01    0.27800E-02    0.22470E-02   -0.83756E-03
   217    0.14310E+01    0.27819E-02    0.22552E-02   -0.19039E-02
   218    0.14237E+01    0.27864E-02    0.22638E-02   -0.29625E-02
   219    0.14156E+01    0.27934E-02    0.22727E-02   -0.40119E-02
   220    0.14067E+01    0.28028E-02    0.22819E-02   -0.50510E-02
   221    0.13970E+01    0.28145E-02    0.22913E-02   -0.60782E-02
   222    0.13866E+01    0.28284E-02    0.23009E-02   -0.70924E-02
   223    0.13756E+01    0.28444E-02    0.23107E-02   -0.80922E-02
   224    0.13638E+01    0.28623E-02    0.23205E-02   -0.90762E-02
   225    0.13514E+01    0.28821E-02    0.23305E-02   -0.10043E-01
   226    0.13384E+01    0.29037E-02    0.23404E-02   -0.10992E-01
   227    0.13248E+01    0.29269E-02    0.23504E-02   -0.11921E-01
   228    0.13106E+01    0.29517E-02    0.23603E-02   -0.12828E-01
   229    0.12959E+01    0.29779E-02    0.23702E-02   -0.13714E-01
   230    0.12807E+01    0.30055E-02    0.23799E-02   -0.14575E-01
   231    0.12651E+01    0.30343E-02    0.23895E-02   -0.15412E-01
   232    0.12490E+01    0.30642E-02    0.23988E-02   -0.16222E-01
   233    0.12325E+01    0.30951E-02    0.24079E-02   -0.17004E-01
   234    0.12156E+01    0.31269E-02    0.24168E-02   -0.17758E-01
   235    0.11983E+01    0.31596E-02    0.24253E-02   -0.18481E-01
   236    0.11807E+01    0.31929E-02    0.24335E-02   -0.19172E-01
   237    0.11629E+01    0.32268E-02    0.24413E-02   -0.19830E-01
   238    0.11447E+01    0.32613E-02    0.24486E-02   -0.20454E-01
   239    0.11263E+01    0.32961E-02    0.24555E-02   -0.21042E-01
   240    0.11077E+01    0.33311E-02    0.24618E-02   -0.21594E-01
   241    0.10889E+01    0.33664E-02    0.24676E-02   -0.22106E-01
   242    0.10700E+01    0.34017E-02    0.24728E-02   -0.22580E-01
   243    0.10509E+01    0.34369E-02    0.24774E-02   -0.23012E-01
   244    0.10318E+01    0.34720E-02    0.24813E-02   -0.23401E-01
   245    0.10125E+01    0.35069E-02    0.24845E-02   -0.23748E-01
   246    0.99323E+00    0.35413E-02    0.24870E-02   -0.24049E-01
   247    0.97394E+00    0.35753E-02    0.24887E-02   -0.24303E-01
   248    0.95466E+00    0.36088E-02    0.24895E-02   -0.24510E-01
   249    0.93543E+00    0.36415E-02    0.24895E-02   -0.24669E-01
   250    0.91627E+00    0.36735E-02    0.24886E-02   -0.24776E-01
   251    0.89721E+00    0.37046E-02    0.24867E-02   -0.24833E-01
   252    0.87826E+00    0.37347E-02    0.24839E-02   -0.24839E-01
   253    0.85942E+00    0.37640E-02    0.24803E-02   -0.24797E-01
   254    0.84071E+00    0.37923E-02    0.24757E-02   -0.24708E-01
   255    0.82214E+00    0.38196E-02    0.24703E-02   -0.24573E-01
   256    0.80371E+00    0.38460E-02    0.24641E-02   -0.24394E-01
   257    0.78543E+00    0.38715E-02    0.24571E-02   -0.24173E-01
   258    0.76731E+00    0.38959E-02    0.24493E-02   -0.23911E-01
   259    0.74936E+00    0.39194E-02    0.24408E-02   -0.23609E-01
   260    0.73159E+00    0.39418E-02    0.24315E-02   -0.23270E-01
   261    0.71400E+00    0.39632E-02    0.24216E-02   -0.22894E-01
   262    0.69660E+00    0.39836E-02    0.24109E-02   -0.22483E-01
   263    0.67940E+00    0.40029E-02    0.23997E-02   -0.22039E-01
   264    0.66242E+00    0.40212E-02    0.23877E-02   -0.21564E-01
   265    0.64565E+00    0.40384E-02    0.23752E-02   -0.21058E-01
   266    0.62910E+00    0.40545E-02    0.23621E-02   -0.20523E-01
   267    0.61279E+00    0.40695E-02    0.23485E-02   -0.19961E-01
   268    0.59673E+00    0.40834E-02    0.23343E-02   -0.19374E-01
   269    0.58091E+00    0.40962E-02    0.23196E-02   -0.18762E-01
   270    0.56535E+00    0.41078E-02    0.23044E-02   -0.18128E-01
   271    0.55006E+00    0.41183E-02    0.22888E-02   -0.17472E-01
   272    0.53505E+00    0.41276E-02    0.22728E-02   -0.16798E-01
   273    0.52032E+00    0.41358E-02    0.22563E-02   -0.16105E-01
   274    0.50588E+00    0.41427E-02    0.22394E-02   -0.15396E-01
   275    0.49174E+00    0.41485E-02    0.22222E-02   -0.14672E-01
   276    0.47791E+00    0.41530E-02    0.22047E-02   -0.13934E-01
   277    0.46440E+00    0.41563E-02    0.21868E-02   -0.13184E-01
   278    0.45121E+00    0.41584E-02    0.21686E-02   -0.12425E-01
   279    0.43836E+00    0.41592E-02    0.21502E-02   -0.11656E-01
   280    0.42585E+00    0.41588E-02    0.21316E-02   -0.10880E-01
   281    0.41369E+00    0.41571E-02    0.21127E-02   -0.10099E-01
   282    0.40188E+00    0.41540E-02    0.20936E-02   -0.93127E-02
   283    0.39045E+00    0.41497E-02    0.20744E-02   -0.85241E-02
   284    0.37939E+00    0.41441E-02    0.20550E-02   -0.77344E-02
   285    0.36871E+00    0.41371E-02    0.20355E-02   -0.69450E-02
   286    0.35842E+00    0.41288E-02    0.20159E-02   -0.61576E-02
   287    0.34854E+00    0.41192E-02    0.19963E-02   -0.53735E-02
   288    0.33906E+00    0.41082E-02    0.19766E-02   -0.45945E-02
   289    0.33000E+00    0.40958E-02    0.19568E-02   -0.38219E-02
   290    0.32136E+00    0.40820E-02    0.19371E-02   -0.30573E-02
   291    0.31316E+00    0.40668E-02    0.19174E-02   -0.23023E-02
   292    0.30540E+00    0.40502E-02    0.18978E-02   -0.15584E-02
   293    0.29809E+00    0.40321E-02    0.18782E-02   -0.82703E-03
   294    0.29123E+00    0.40126E-02    0.18587E-02   -0.10984E-03
   295    0.28484E+00    0.39917E-02    0.18394E-02    0.59168E-03
   296    0.27893E+00    0.39693E-02    0.18202E-02    0.12760E-02
   297    0.27350E+00    0.39454E-02    0.18012E-02    0.19416E-02
   298    0.26856E+00    0.39200E-02    0.17823E-02    0.25869E-02
   299    0.26412E+00    0.38931E-02    0.17637E-02    0.32105E-02
   300    0.26019E+00    0.38647E-02    0.17454E-02    0.38107E-02
   301    0.25677E+00    0.38348E-02    0.17273E-02    0.43864E-02
   302    0.25385E+00    0.38034E-02    0.17095E-02    0.49376E-02
   303    0.25141E+00    0.37706E-02    0.16919E-02    0.54645E-02
   304    0.24944E+00    0.37365E-02    0.16746E-02    0.59676E-02
   305    0.24792E+00    0.37010E-02    0.16576E-02    0.64472E-02
   306    0.24684E+00    0.36644E-02    0.16409E-02    0.69036E-02
   307    0.24617E+00    0.36266E-02    0.16245E-02    0.73371E-02
   308    0.24591E+00    0.35878E-02    0.16083E-02    0.77481E-02
   309    0.24603E+00    0.35479E-02    0.15924E-02    0.81369E-02
   310    0.24652E+00    0.35070E-02    0.15768E-02    0.85038E-02
   311    0.24737E+00    0.34653E-02    0.15615E-02    0.88491E-02
   312    0.24855E+00    0.34228E-02    0.15465E-02    0.91733E-02
   313    0.25005E+00    0.33794E-02    0.15317E-02    0.94765E-02
   314    0.25186E+00    0.33354E-02    0.15173E-02    0.97592E-02
   315    0.25396E+00    0.32907E-02    0.15031E-02    0.10022E-01
   316    0.25633E+00    0.32455E-02    0.14892E-02    0.10264E-01
   317    0.25895E+00    0.31998E-02    0.14756E-02    0.10487E-01
   318    0.26182E+00    0.31536E-02    0.14623E-02    0.10691E-01
   319    0.26491E+00    0.31070E-02    0.14494E-02    0.10876E-01
   320    0.26820E+00    0.30601E-02    0.14367E-02    0.11042E-01
   321    0.27169E+00    0.30130E-02    0.14243E-02    0.11190E-01
   322    0.27535E+00    0.29657E-02    0.14122E-02    0.11320E-01
   323    0.27917E+00    0.29182E-02    0.14004E-02    0.11433E-01
   324    0.28314E+00    0.28707E-02    0.13889E-02    0.11528E-01
   325    0.28723E+00    0.28232E-02    0.13777E-02    0.11607E-01
   326    0.29142E+00    0.27757E-02    0.13668E-02    0.11668E-01
   327    0.29572E+00    0.27284E-02    0.13563E-02    0.11714E-01
   328    0.30009E+00    0.26813E-02    0.13460E-02    0.11743E-01
   329    0.30452E+00    0.26344E-02    0.13360E-02    0.11757E-01
   330    0.30899E+00    0.25879E-02    0.13264E-02    0.11756E-01
   331    0.31350E+00    0.25417E-02    0.13171E-02    0.11740E-01
   332    0.31801E+00    0.24960E-02    0.13081E-02    0.11709E-01
   333    0.32252E+00    0.24509E-02    0.12994E-02    0.11664E-01
   334    0.32702E+00    0.24062E-02    0.12910E-02    0.11605E-01
   335    0.33147E+00    0.23623E-02    0.12829E-02    0.11532E-01
   336    0.33588E+00    0.23190E-02    0.12752E-02    0.11446E-01
   337    0.34021E+00    0.22765E-02    0.12678E-02    0.11347E-01
   338    0.34446E+00    0.22349E-02    0.12607E-02    0.11236E-01
   339    0.34861E+00    0.21941E-02    0.12539E-02    0.11112E-01
   340    0.35264E+00    0.21543E-02    0.12475E-02    0.10976E-01
   341    0.35653E+00    0.21155E-02    0.12414E-02    0.10828E-01
   342    0.36028E+00    0.20778E-02    0.12356E-02    0.10670E-01
   343    0.36386E+00    0.20413E-02    0.12301E-02    0.10500E-01
   344    0.36725E+00    0.20060E-02    0.12250E-02    0.10319E-01
   345    0.37045E+00    0.19720E-02    0.12202E-02    0.10129E-01
   346    0.37344E+00    0.19393E-02    0.12158E-02    0.99278E-02
   347    0.37619E+00    0.19080E-02    0.12117E-02    0.97174E-02
   348    0.37869E+00    0.18782E-02    0.12079E-02    0.94977E-02
   349    0.38093E+00    0.18499E-02    0.12045E-02    0.92690E-02
   350    0.38289E+00    0.18233E-02    0.12014E-02    0.90316E-02
   351    0.38456E+00    0.17983E-02    0.11986E-02    0.87859E-02
   352    0.38594E+00    0.17749E-02    0.11962E-02    0.85324E-02
