#    L    TT             EE             BB             TE          
   123    0.46274E-02    0.27357E-04    0.22552E-04   -0.18562E-03
   124    0.45373E-02    0.27640E-04    0.22728E-04   -0.18369E-03
   125    0.44470E-02    0.27920E-04    0.22902E-04   -0.18162E-03
   126    0.43567E-02    0.28195E-04    0.23074E-04   -0.17941E-03
   127    0.42666E-02    0.28468E-04    0.23243E-04   -0.17705E-03
   128    0.41769E-02    0.28736E-04    0.23411E-04   -0.17454E-03
   129    0.40877E-02    0.29000E-04    0.23575E-04   -0.17189E-03
   130    0.39993E-02    0.29261E-04    0.23738E-04   -0.16910E-03
   131    0.39119E-02    0.29517E-04    0.23899E-04   -0.16617E-03
   132    0.38255E-02    0.29768E-04    0.24057E-04   -0.16309E-03
   133    0.37404E-02    0.30016E-04    0.24213E-04   -0.15989E-03
   134    0.36566E-02    0.30259E-04    0.24368E-04   -0.15657E-03
   135    0.35743E-02    0.30498E-04    0.24521E-04   -0.15312E-03
   136    0.34936E-02    0.30733E-04    0.24672E-04   -0.14957E-03
   137    0.34147E-02    0.30964E-04    0.24822E-04   -0.14591E-03
   138    0.33377E-02    0.31190E-04    0.24970E-04   -0.14215E-03
   139    0.32628E-02    0.31412E-04    0.25117E-04   -0.13831E-03
   140    0.31900E-02    0.31630E-04    0.25262E-04   -0.13437E-03
   141    0.31196E-02    0.31843E-04    0.25407E-04   -0.13036E-03
   142    0.30516E-02    0.32053E-04    0.25550E-04   -0.12628E-03
   143    0.29862E-02    0.32258E-04    0.25693E-04   -0.12213E-03
   144    0.29235E-02    0.32459E-04    0.25835E-04   -0.11792E-03
   145    0.28637E-02    0.32655E-04    0.25976E-04   -0.11366E-03
   146    0.28069E-02    0.32848E-04    0.26117E-04   -0.10935E-03
   147    0.27533E-02    0.33036E-04    0.26258E-04   -0.10501E-03
   148    0.27029E-02    0.33220E-04    0.26398E-04   -0.10063E-03
   149    0.26560E-02    0.33399E-04    0.26537E-04   -0.96220E-04
